Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
TFAP2C	TFAP2C	786.34618417958	0.432954875437261	0.225286528481884	1.92179655993978	0.0546313613674438	0.536968263191055	ENSG00000087510	protein_coding	chr20	56629302	56639283	chr20:56629302	TFAP2C	protein_coding	chr20	56629306	56639283	chr20:56629306	ENSG00000087510
TFAP4	TFAP4	381.792155186138	-0.104137493223114	0.142407969179279	-0.731261697103582	0.464619321422318	0.886068181959144	ENSG00000090447	protein_coding	chr16	4257186	4273075	chr16:4257186	TFAP4	protein_coding	chr16	4257186	4273075	chr16:4257186	ENSG00000090447
TFB1M	TFB1M	512.365368636629	-0.166605056195932	0.11936006658497	-1.39581906212602	0.16276898860849	0.715861697627515	ENSG00000029639	protein_coding	chr6	155257509	155314493	chr6:155257509	TFB1M	protein_coding	chr6	155256134	155314493	chr6:155256134	ENSG00000029639
TFB2M	TFB2M	1480.42377208287	-0.120214998452386	0.0558939135656863	-2.15077082249948	0.0314942931600739	0.455728312351153	ENSG00000162851	protein_coding	chr1	246540560	246566324	chr1:246540560	TFB2M	protein_coding	chr1	246540561	246566261	chr1:246540561	ENSG00000162851
TFCP2	TFCP2	2480.83622767272	-0.04519901400661	0.0306469304894554	-1.47483004936372	0.140258240278665	0.688313570620212	ENSG00000135457	protein_coding	chr12	51093663	51173134	chr12:51093663	TFCP2	protein_coding	chr12	51093656	51173135	chr12:51093656	ENSG00000135457
TFDP1	TFDP1	9875.06104477694	0.0759149518263989	0.075215575257855	1.00929829448417	0.312831597828494	0.826293848539426	ENSG00000198176	protein_coding	chr13	113584721	113641470	chr13:113584721	TFDP1	protein_coding	chr13	113584721	113641473	chr13:113584721	ENSG00000198176
TFDP2	TFDP2	1870.97694264872	0.0416996790107911	0.0475131064794575	0.877645813978089	0.380135958677278	0.858371519593854	ENSG00000114126	protein_coding	chr3	141944428	142149544	chr3:141944428	TFDP2	protein_coding	chr3	141944428	142149544	chr3:141944428	ENSG00000114126
TFE3	TFE3	7363.96750844956	0.0225424736834954	0.0474921934588376	0.47465640227869	0.635031897609047	0.935686490867482	ENSG00000068323	protein_coding	chrX	49028726	49043486	chrX:49028726	TFE3	protein_coding	chrX	49028726	49043410	chrX:49028726	ENSG00000068323
TFEB	TFEB	245.477033649198	0.0254573244453801	0.144330650574375	0.176381969762283	0.859993868642301	0.980542779134001	ENSG00000112561	protein_coding	chr6	41683978	41736259	chr6:41683978	TFEB	protein_coding	chr6	41683978	41736259	chr6:41683978	ENSG00000112561
TFG	TFG	9828.55758354939	-0.032223091704235	0.0298876690150412	-1.07814000777439	0.280971279718385	0.804608856259273	ENSG00000114354	protein_coding	chr3	100709331	100748966	chr3:100709331	TFG	protein_coding	chr3	100709295	100748964	chr3:100709295	ENSG00000114354
TFIP11	TFIP11	2442.64445814111	-0.0604353825176729	0.0373474408878974	-1.61819340444441	0.105620923819227	0.646344812209746	ENSG00000100109	protein_coding	chr22	26491225	26512505	chr22:26491225	TFIP11	protein_coding	chr22	26491225	26512505	chr22:26491225	ENSG00000100109
TFPI	TFPI	1410.88605471493	0.0110877818580017	0.209712672491827	0.0528713011295675	0.957834450783787	0.99414628797391	ENSG00000003436	protein_coding	chr2	187464230	187565760	chr2:187464230	TFPI	protein_coding	chr2	187464230	187565760	chr2:187464230	ENSG00000003436
TFPI2	TFPI2	7099.49009878625	-0.267451447635968	0.309161606406703	-0.865086227052833	0.386991463591866	0.862134456047145	ENSG00000105825	protein_coding	chr7	93885397	93890991	chr7:93885397	TFPI2	protein_coding	chr7	93885396	93890753	chr7:93885396	ENSG00000105825
TFPT	TFPT	678.127092851553	-0.16618793569436	0.0709671372176242	-2.34175904806102	0.0191931014132322	0.384162625291316	ENSG00000105619	protein_coding	chr19	54107013	54115675	chr19:54107013	TFPT	protein_coding	chr19	54107020	54115657	chr19:54107020	ENSG00000105619
TFRC	TFRC	17384.4634628609	-0.215786782608038	0.13365070176871	-1.61455779694647	0.106406491011538	0.646344812209746	ENSG00000072274	protein_coding	chr3	196027183	196082189	chr3:196027183	TFRC	protein_coding	chr3	196012511	196082153	chr3:196012511	ENSG00000072274
TGDS	TGDS	812.488732924107	-0.160553585625581	0.0460671442059205	-3.48520813245783	0.000491754375159623	0.068497907408598	ENSG00000088451	protein_coding	chr13	94574051	94596257	chr13:94574051	TGDS	protein_coding	chr13	94574054	94596242	chr13:94574054	ENSG00000088451
TGFA	TGFA	452.214075527478	1.1366928324483	0.376102314818691	3.02229682632044	0.00250864424190488	0.172339365665414	ENSG00000163235	protein_coding	chr2	70447280	70554193	chr2:70447280	TGFA	protein_coding	chr2	70447284	70554193	chr2:70447284	ENSG00000163235
TGFB1	TGFB1	12914.6734558563	-0.155487806624524	0.100702208573099	-1.54403571508222	0.122579680658878	0.668459029299611	ENSG00000105329	protein_coding	chr19	41301587	41353911	chr19:41301587	TGFB1	protein_coding	chr19	41301587	41353922	chr19:41301587	ENSG00000105329
TGFB1I1	TGFB1I1	6712.62534591457	-0.19627283513998	0.0748598141843788	-2.621871791674	0.00874483212501864	0.285423041429603	ENSG00000140682	protein_coding	chr16	31471585	31477960	chr16:31471585	TGFB1I1	protein_coding	chr16	31471585	31477960	chr16:31471585	ENSG00000140682
TGFB2	TGFB2	312.931311319433	-0.454418046777689	0.289494692658677	-1.56969387799265	0.116486346164254	0.660836296149902	ENSG00000092969	protein_coding	chr1	218346235	218444619	chr1:218346235	TGFB2	protein_coding	chr1	218345336	218444619	chr1:218345336	ENSG00000092969
TGFB3	TGFB3	598.692972424559	-0.0152297696579685	0.181881863701101	-0.0837344051136213	0.933267601866678	0.990934377650932	ENSG00000119699	protein_coding	chr14	75958099	75982991	chr14:75958099	TGFB3	protein_coding	chr14	75958097	75983011	chr14:75958097	ENSG00000119699
TGFBI	TGFBI	716466.140813184	-0.0509701579605765	0.151428192065822	-0.336596226008041	0.736421301572264	0.963177034740913	ENSG00000120708	protein_coding	chr5	136028895	136063818	chr5:136028895	TGFBI	protein_coding	chr5	136028988	136063818	chr5:136028988	ENSG00000120708
TGFBR1	TGFBR1	7740.55672656884	0.0686261104280125	0.106242078128174	0.645940964607444	0.518317588710653	0.903223304689258	ENSG00000106799	protein_coding	chr9	99104038	99154192	chr9:99104038	TGFBR1	protein_coding	chr9	99104038	99154192	chr9:99104038	ENSG00000106799
TGFBR2	TGFBR2	23472.8276278002	0.17195393033308	0.124241396564156	1.38403088735634	0.166348997256707	0.719245500847872	ENSG00000163513	protein_coding	chr3	30606502	30694142	chr3:30606502	TGFBR2	protein_coding	chr3	30606601	30694142	chr3:30606601	ENSG00000163513
TGFBR3	TGFBR3	3140.69609143356	0.256874965114941	0.185759174875454	1.38283864195224	0.166714347523988	0.719671576883956	ENSG00000069702	protein_coding	chr1	91680343	91906335	chr1:91680343	TGFBR3	protein_coding	chr1	91680343	91906335	chr1:91680343	ENSG00000069702
TGFBRAP1	TGFBRAP1	1622.43717290926	0.122218995134696	0.0543740347394867	2.24774555944328	0.0245924190825125	0.414691581901374	ENSG00000135966	protein_coding	chr2	105264391	105330034	chr2:105264391	TGFBRAP1	protein_coding	chr2	105264391	105329735	chr2:105264391	ENSG00000135966
TGIF1	TGIF1	2739.93549420648	0.0749603122346937	0.129735141714292	0.577794969382884	0.56340255206093	0.91770862188994	ENSG00000177426	protein_coding	chr18	3411608	3459978	chr18:3411608	TGIF1	protein_coding	chr18	3411608	3459978	chr18:3411608	ENSG00000177426
TGIF2	TGIF2	820.490258899639	-0.0807535093128765	0.0900196449625742	-0.897065405517317	0.369684017213322	0.854819163657667	ENSG00000118707	protein_coding	chr20	36573488	36593950	chr20:36573488	TGIF2	protein_coding	chr20	36573488	36593950	chr20:36573488	ENSG00000118707
TGM2	TGM2	6554.03823135665	-0.371436341645894	0.214833466133906	-1.72895009483475	0.0838180272170887	0.606398649269391	ENSG00000198959	protein_coding	chr20	38127387	38166578	chr20:38127387	TGM2	protein_coding	chr20	38127385	38166578	chr20:38127385	ENSG00000198959
TGOLN2	TGOLN2	23238.9673268654	-0.0155050312724124	0.050965589666199	-0.304225485743678	0.760956109660105	0.966805677542008	ENSG00000152291	protein_coding	chr2	85318020	85328425	chr2:85318020	TGOLN2	protein_coding	chr2	85318027	85328251	chr2:85318027	ENSG00000152291
TGS1	TGS1	1705.70849640052	-0.0460058630309116	0.042821547297068	-1.07436246317194	0.282660259391776	0.805976051671323	ENSG00000137574	protein_coding	chr8	55773142	55825448	chr8:55773142	TGS1	protein_coding	chr8	55773446	55826445	chr8:55773446	ENSG00000137574
THADA	THADA	2105.19511403956	-0.00676837310240139	0.0433585918476289	-0.156102235196818	0.87595243653127	0.982138543829198	ENSG00000115970	protein_coding	chr2	43230836	43596046	chr2:43230836	THADA	protein_coding	chr2	43230851	43596038	chr2:43230851	ENSG00000115970
THAP1	THAP1	847.174595448969	-0.0279168794832447	0.0373491063472479	-0.747457763077155	0.454787289109334	0.88321282420959	ENSG00000131931	protein_coding	chr8	42836674	42843325	chr8:42836674	THAP1	protein_coding	chr8	42836674	42843325	chr8:42836674	ENSG00000131931
THAP10	THAP10	319.440220186602	-0.0377594295515996	0.126455177030381	-0.298599317468259	0.765245786280694	0.967508234265255	ENSG00000129028	protein_coding	chr15	70881342	70892785	chr15:70881342	THAP10	protein_coding	chr15	70881342	70892433	chr15:70881342	ENSG00000129028
THAP11	THAP11	1182.76677631264	-0.0527537889918506	0.0499387180298815	-1.05637050915653	0.290798973959746	0.811600455556547	ENSG00000168286	protein_coding	chr16	67842082	67844195	chr16:67842082	THAP11	protein_coding	chr16	67842320	67844195	chr16:67842320	ENSG00000168286
THAP2	THAP2	438.245313909335	-0.024736720968434	0.0656166900355774	-0.376988247274005	0.706182338984278	0.957039513979895	ENSG00000173451	protein_coding	chr12	71663009	71680639	chr12:71663009	THAP2	protein_coding	chr12	71664301	71680644	chr12:71664301	ENSG00000173451
THAP3	THAP3	533.06393634545	0.0857038252231347	0.064222787366361	1.33447688488253	0.182047617408334	0.736746974619335	ENSG00000041988	protein_coding	chr1	6624866	6635586	chr1:6624866	THAP3	protein_coding	chr1	6624868	6635586	chr1:6624868	ENSG00000041988
THAP4	THAP4	2336.87121090365	0.0622957940187043	0.0430094969913009	1.44841949747295	0.147499765175812	0.697897327766152	ENSG00000176946	protein_coding	chr2	241584405	241637449	chr2:241584405	THAP4	protein_coding	chr2	241584405	241637158	chr2:241584405	ENSG00000176946
THAP5	THAP5	1742.03417501869	0.0435450701956112	0.0609169778058382	0.71482650262794	0.474716256613234	0.889321336340912	ENSG00000177683	protein_coding	chr7	108554543	108569750	chr7:108554543	THAP5	protein_coding	chr7	108554543	108569750	chr7:108554543	ENSG00000177683
THAP6	THAP6	744.603562943848	-0.0460486018094244	0.0508262726823517	-0.905999975587699	0.364935865361587	0.853598856635283	ENSG00000174796	protein_coding	chr4	75513946	75550473	chr4:75513946	THAP6	protein_coding	chr4	75513946	75550473	chr4:75513946	ENSG00000174796
THAP7	THAP7	694.385962432507	-0.112421219873266	0.0791477669304815	-1.42039661045661	0.155492249051903	0.709190710906478	ENSG00000184436	protein_coding	chr22	20999104	21002196	chr22:20999104	THAP7	protein_coding	chr22	20999104	21002196	chr22:20999104	ENSG00000184436
THAP8	THAP8	329.928410410618	-0.30855591870326	0.076766381319023	-4.0194146630538	5.8342908819303e-05	0.0165886332498596	ENSG00000161277	protein_coding	chr19	36034985	36054762	chr19:36034985	THAP8	protein_coding	chr19	36034984	36054739	chr19:36034984	ENSG00000161277
THAP9	THAP9	183.797711537943	-0.0149634242891505	0.0750276351871883	-0.199438836794174	0.841919483271404	0.978244072926009	ENSG00000168152	protein_coding	chr4	82900684	82919969	chr4:82900684	THAP9	protein_coding	chr4	82900684	82919969	chr4:82900684	ENSG00000168152
THAP9-AS1	THAP9-AS1	2084.07837455749	-0.375064571729233	0.159159710339837	-2.35652962001751	0.0184465964472999	0.379035073170005	ENSG00000251022	antisense	chr4	82893009	82900960	chr4:82893009	THAP9-AS1	lncRNA	chr4	82893009	82900960	chr4:82893009	ENSG00000251022
THBD	THBD	2436.47371312526	-0.627721714033384	0.293978620753091	-2.13526314405223	0.0327395216442866	0.460456913283745	ENSG00000178726	protein_coding	chr20	23045633	23049741	chr20:23045633	THBD	protein_coding	chr20	23045633	23049672	chr20:23045633	ENSG00000178726
THBS1	THBS1	689588.555753908	-0.00741614878029081	0.123638963806228	-0.0599822948363892	0.952169735970821	0.993619635112796	ENSG00000137801	protein_coding	chr15	39581079	39599466	chr15:39581079	THBS1	protein_coding	chr15	39581079	39599466	chr15:39581079	ENSG00000137801
THBS2	THBS2	23530.3480876457	-0.233189499090139	0.23298322239752	-1.00088537144648	0.316882229598784	0.827853373526892	ENSG00000186340	protein_coding	chr6	169215780	169254044	chr6:169215780	THBS2	protein_coding	chr6	169215780	169254050	chr6:169215780	ENSG00000186340
THBS3	THBS3	1904.43475779469	-0.282477211610904	0.171259768430002	-1.64940788020719	0.099064101411597	0.634044968904678	ENSG00000169231	protein_coding	chr1	155195588	155209051	chr1:155195588	THBS3	protein_coding	chr1	155195588	155209051	chr1:155195588	ENSG00000169231
THEM4	THEM4	667.636661592982	-0.00269056940434482	0.0560369015811562	-0.0480142429082765	0.96170489149976	0.994381161238506	ENSG00000159445	protein_coding	chr1	151873584	151909808	chr1:151873584	THEM4	protein_coding	chr1	151870866	151909637	chr1:151870866	ENSG00000159445
THEM6	THEM6	321.81589698113	-0.0171175948377325	0.137258110072409	-0.124710990328385	0.900752356309344	0.986160585884446	ENSG00000130193	protein_coding	chr8	142727203	142736927	chr8:142727203	THEM6	protein_coding	chr8	142727223	142736927	chr8:142727223	ENSG00000130193
THEMIS2	THEMIS2	154.617440391813	0.0571715481258796	0.088858454437463	0.643400208655621	0.519964448082481	0.903972483491857	ENSG00000130775	protein_coding	chr1	27872543	27886685	chr1:27872543	THEMIS2	protein_coding	chr1	27872543	27886685	chr1:27872543	ENSG00000130775
THG1L	THG1L	1016.69641028581	0.0030572009624992	0.0755674999659032	0.0404565582277915	0.967729140177619	0.99501829476784	ENSG00000113272	protein_coding	chr5	157731197	157741448	chr5:157731197	THG1L	protein_coding	chr5	157731420	157741449	chr5:157731420	ENSG00000113272
THNSL1	THNSL1	475.918542472332	-0.0199332596026824	0.0813459981052619	-0.245042903977755	0.806423211248317	0.972276764602994	ENSG00000185875	protein_coding	chr10	25016658	25026664	chr10:25016658	THNSL1	protein_coding	chr10	25016612	25026664	chr10:25016612	ENSG00000185875
THNSL2	THNSL2	447.289421287507	0.609828090680659	0.43072690880624	1.41581145317992	0.156830715367695	0.709346245358517	ENSG00000144115	protein_coding	chr2	88170295	88186636	chr2:88170295	THNSL2	protein_coding	chr2	88170295	88186636	chr2:88170295	ENSG00000144115
THOC1	THOC1	1532.77315012538	0.0117805793068404	0.0732460226552728	0.160835754349214	0.872222763917213	0.981067410977034	ENSG00000079134	protein_coding	chr18	214520	268050	chr18:214520	THOC1	protein_coding	chr18	214520	268050	chr18:214520	ENSG00000079134
THOC2	THOC2	4637.69170688716	-0.0196317376948354	0.038645932171177	-0.507989757055912	0.6114605265809	0.929543772730438	ENSG00000125676	protein_coding	chrX	123600561	123733056	chrX:123600561	THOC2	protein_coding	chrX	123600561	123733056	chrX:123600561	ENSG00000125676
THOC3	THOC3	2946.35906640308	-0.0451755679106093	0.157354927163746	-0.287093443623783	0.774040772199346	0.969012984580842	ENSG00000051596	protein_coding	chr5	175917873	176034680	chr5:175917873	THOC3	protein_coding	chr5	175917873	176034680	chr5:175917873	ENSG00000051596
THOC5	THOC5	2683.83205640873	-0.146795694908151	0.0634051498459096	-2.3152014507481	0.0206019099083061	0.391377348091349	ENSG00000100296	protein_coding	chr22	29505879	29555216	chr22:29505879	THOC5	protein_coding	chr22	29505879	29555216	chr22:29505879	ENSG00000100296
THOC6	THOC6	843.025648321221	-0.157491428999058	0.0811947226347658	-1.93967568197128	0.0524191167617772	0.532493274508219	ENSG00000131652	protein_coding	chr16	3024027	3027755	chr16:3024027	THOC6	protein_coding	chr16	3024027	3027755	chr16:3024027	ENSG00000131652
THOC7	THOC7	3092.34376193749	-0.0590329582610657	0.0542401312566188	-1.08836311589607	0.276434837332091	0.801184616815792	ENSG00000163634	protein_coding	chr3	63833870	63863903	chr3:63833870	THOC7	protein_coding	chr3	63833870	63863868	chr3:63833870	ENSG00000163634
THOP1	THOP1	2387.00670112448	-0.0520809135517039	0.145029682511512	-0.35910520280957	0.719516389579962	0.958804613437334	ENSG00000172009	protein_coding	chr19	2785460	2815807	chr19:2785460	THOP1	protein_coding	chr19	2785503	2815807	chr19:2785503	ENSG00000172009
THRA	THRA	3533.53539157207	-0.00629944363214622	0.0933312343616712	-0.0674955568222212	0.946187199103468	0.992520660891293	ENSG00000126351	protein_coding	chr17	40058290	40093867	chr17:40058290	THRA	protein_coding	chr17	40058290	40093867	chr17:40058290	ENSG00000126351
THRAP3	THRAP3	11526.9563105257	0.0280923433728589	0.0359797478775348	0.780782107436592	0.434930659303735	0.878357138976135	ENSG00000054118	protein_coding	chr1	36224416	36305357	chr1:36224416	THRAP3	protein_coding	chr1	36224432	36305357	chr1:36224432	ENSG00000054118
THRB	THRB	1576.96478737881	0.0910646902978867	0.31501541508987	0.289080108260439	0.772520075367352	0.968930851212116	ENSG00000151090	protein_coding	chr3	24117160	24495282	chr3:24117160	THRB	protein_coding	chr3	24117153	24495756	chr3:24117153	ENSG00000151090
THSD1	THSD1	357.05908370396	0.310784292759135	0.224404272434002	1.38493037315293	0.166073758580861	0.719028641443311	ENSG00000136114	protein_coding	chr13	52377167	52406494	chr13:52377167	THSD1	protein_coding	chr13	52377167	52416373	chr13:52377167	ENSG00000136114
THSD4	THSD4	2006.76095047362	-0.237342449270198	0.215573008643768	-1.10098407385687	0.270903588679217	0.796792255068018	ENSG00000187720	protein_coding	chr15	71096952	71783383	chr15:71096952	THSD4	protein_coding	chr15	71096952	71783383	chr15:71096952	ENSG00000187720
THTPA	THTPA	440.28684620023	0.00167284329340859	0.0629194912570213	0.0265870441732459	0.978789106860135	0.997104517475494	ENSG00000259431	protein_coding	chr14	23555988	23560271	chr14:23555988	THTPA	protein_coding	chr14	23555988	23560271	chr14:23555988	ENSG00000259431
THUMPD1	THUMPD1	3270.30502342295	-0.0378527800335006	0.0336991947280903	-1.12325473468801	0.261329322330231	0.790973318409933	ENSG00000066654	protein_coding	chr16	20733664	20742084	chr16:20733664	THUMPD1	protein_coding	chr16	20702816	20742084	chr16:20702816	ENSG00000066654
THUMPD2	THUMPD2	469.845127293606	-0.0486613296585047	0.0741243002771725	-0.656482819757431	0.511513518085843	0.900864803882985	ENSG00000138050	protein_coding	chr2	39736060	39779267	chr2:39736060	THUMPD2	protein_coding	chr2	39736060	39779267	chr2:39736060	ENSG00000138050
